# higgs_train_800.txt
# EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
# ID, 30 predictors, kaggle weight, label: 0 = b = background/noise, 1 = s = signal
# predictor normalization constants: 1000, 200, 500, 600, 10, 4000, 20, 10, 300, 1200, 20, 10, 1, 400, 10, 10, 400, 10, 10, 400, 10, 1200, 10, 600, 10, 10, 400, 10, 10, 1000
#
100000,0.13847000,0.25827500,0.19565400,0.04663333,0.09100000,0.03117775,0.13330000,0.30640000,0.13976000,0.16480000,0.07910000,0.13960000,0.20000000,0.08159500,0.10170000,0.03810000,0.12906500,0.22730000,-0.24140000,0.04206000,-0.02770000,0.21561083,0.20000000,0.11239167,0.21500000,0.04440000,0.11515500,0.12400000,-0.24750000,0.11349700,0.00265331,1
100005,0.08974400,0.06775000,0.11829800,0.19390667,0.26360000,0.07114600,-0.02700000,0.13620000,0.20539667,0.23239667,0.02940000,0.04790000,0.97500000,0.13412750,0.03710000,0.13290000,0.07891250,-0.08840000,0.18570000,0.10183750,0.22370000,0.23570750,0.30000000,0.15091167,-0.24120000,-0.06530000,0.14041250,0.02240000,0.31060000,0.19366000,0.08341403,0
100006,0.14875400,0.14431000,0.21556400,0.17688333,0.07330000,0.03958975,0.00565000,0.29410000,0.00848333,0.25497250,0.16855000,0.13930000,0.79100000,0.07212500,0.11130000,0.24090000,0.24310000,0.06750000,-0.09660000,0.09605250,-0.14430000,0.24506167,0.20000000,0.20501667,0.08640000,0.14500000,0.14216750,0.01310000,-0.27670000,0.17987700,0.00265331,1
100011,0.11474400,0.05143000,0.15142400,0.05136000,0.25630000,0.06314975,-0.07005000,0.28880000,0.12248333,0.19983667,0.05305000,0.13640000,0.76900000,0.08994000,-0.06690000,-0.03420000,0.09547000,-0.01650000,0.25020000,0.05596250,0.21480000,0.24212250,0.30000000,0.12795500,-0.07900000,0.03030000,0.14219000,0.17730000,-0.20790000,0.16564000,0.30716952,0
100023,0.14148100,0.00368000,0.22316200,0.29012500,0.19550000,0.09108600,-0.04615000,0.13350000,0.02221000,0.36738250,0.03260000,0.10420000,0.20700000,0.24641250,0.01900000,-0.15060000,0.16071250,0.14050000,-0.09520000,0.04490000,-0.09730000,0.37898750,0.20000000,0.32588833,0.11560000,0.14160000,0.20619250,-0.07980000,-0.27850000,0.27800900,0.00150270,1
100027,0.11127100,0.13590000,0.14128400,0.24127667,0.49360000,0.25533050,-0.29170000,0.17950000,0.00122333,0.25832667,0.14240000,0.13060000,0.69600000,0.06224750,-0.00890000,-0.23420000,0.17730750,-0.09800000,-0.07830000,0.17341000,-0.11730000,0.24156333,0.20000000,0.28452000,-0.19610000,0.22200000,0.10864500,0.29740000,-0.01030000,0.21417000,0.00150270,1
100029,0.09876100,0.07012000,0.14846000,0.22134333,0.36760000,0.07896350,-0.13325000,0.12610000,0.07763333,0.19944167,0.07705000,0.13060000,0.98200000,0.12406000,-0.10930000,0.19950000,0.19113500,-0.05950000,0.08360000,0.06609500,0.11500000,0.29817917,0.20000000,0.13437833,0.09930000,-0.20180000,0.08156250,-0.26830000,-0.14670000,0.11325200,0.30979516,0
100031,0.12168100,0.03020500,0.14640400,0.33019000,0.26390000,0.07398550,-0.08690000,0.11480000,0.10339000,0.34376500,0.01310000,0.08380000,0.98400000,0.31517750,0.09530000,0.24920000,0.08246500,0.02310000,-0.28990000,0.16272500,-0.27690000,0.42951250,0.30000000,0.30408167,0.13830000,0.00010000,0.09501500,-0.12570000,-0.06090000,0.25346100,0.00150270,1
100032,0.12918600,0.32022500,0.13899800,0.10527500,0.50870000,0.21369975,-0.30795000,0.27450000,0.02193333,0.16923333,0.03845000,0.13550000,0.82000000,0.09441000,0.02150000,0.07400000,0.07263500,-0.05750000,-0.29140000,0.11313250,0.12040000,0.16655083,0.20000000,0.13528333,0.31020000,-0.09770000,0.13773000,-0.19850000,0.30650000,0.13626200,0.00150270,1
100033,0.12311200,0.31379000,0.17340400,0.06650167,0.31600000,0.06104525,-0.10695000,0.28250000,0.03244000,0.15349500,0.10445000,0.13370000,0.92900000,0.06518750,-0.01750000,-0.07820000,0.13619000,0.10260000,0.29440000,0.05904500,-0.12090000,0.25785833,0.20000000,0.11854500,0.21770000,0.05580000,0.08128750,-0.09830000,-0.26280000,0.10364200,1.13515160,0
100038,0.13836200,0.19017000,0.19807600,0.10836833,0.18140000,0.06886525,0.07530000,0.26050000,0.32416667,0.33605583,0.09375000,0.00230000,0.00000000,0.05331500,0.14590000,-0.16150000,0.09998500,-0.11330000,-0.18690000,0.04523250,-0.02990000,0.37807500,0.30000000,0.19100333,0.06190000,0.01650000,0.19263250,0.24330000,-0.26370000,0.34194700,0.01863612,1
100039,0.12050600,0.11364500,0.17777800,0.05999833,0.02180000,0.04179375,0.25850000,0.24650000,0.10902000,0.24529083,0.07240000,0.11710000,0.00000000,0.09776750,-0.10810000,0.14310000,0.14152500,-0.11850000,-0.10320000,0.00678250,0.12900000,0.20322250,0.30000000,0.14733167,-0.21680000,-0.14230000,0.19317500,-0.23850000,0.18760000,0.19863200,0.00265331,1
100042,0.12251600,0.25091500,0.17536400,0.17067167,0.32800000,0.11989750,-0.12820000,0.18810000,0.00243667,0.24790833,0.02385000,0.10250000,0.63100000,0.19274250,-0.03030000,-0.26940000,0.09186500,-0.07580000,0.17640000,0.06980250,-0.27190000,0.22935167,0.20000000,0.16366333,0.19950000,0.09610000,0.21362000,-0.12850000,-0.09950000,0.18364600,0.00150270,1
100045,0.02778800,0.34016000,0.04706000,0.05562500,0.13700000,0.01954725,0.17215000,0.07800000,0.03400333,0.11080417,0.06865000,-0.07760000,0.02400000,0.06591250,0.06640000,0.16930000,0.09050000,0.06560000,0.24740000,0.08048750,-0.04980000,0.19444500,0.20000000,0.06289000,0.26630000,-0.04910000,0.08166500,0.12930000,-0.23580000,0.07040000,1.91655444,0
